geography	year	topic	category	sub_category	value_description	value
East Melbourne	2016	Households: Income and housing	Housing tenure and landlord type	Rented - Other landlord type	Count of occupied private dwellings	6
East Melbourne	2016	Households: Income and housing	Housing tenure and landlord type	Rented - Landlord type not stated	Count of occupied private dwellings	12
East Melbourne	2016	Households: Income and housing	Housing tenure and landlord type	Other tenure type	Count of occupied private dwellings	12
East Melbourne	2016	Households: Income and housing	Housing tenure and landlord type	Tenure type not stated	Count of occupied private dwellings	22
Greater Melbourne	2016	Households: Income and housing	Housing tenure and landlord type	Owned outright	Count of occupied private dwellings	479374
Greater Melbourne	2016	Households: Income and housing	Housing tenure and landlord type	Owned with a mortgage	Count of occupied private dwellings	567574
Greater Melbourne	2016	Households: Income and housing	Housing tenure and landlord type	Rented - Real estate agent	Count of occupied private dwellings	334535
Greater Melbourne	2016	Households: Income and housing	Housing tenure and landlord type	Rented - State or territory housing authority	Count of occupied private dwellings	35767
Greater Melbourne	2016	Households: Income and housing	Housing tenure and landlord type	Rented - Person not in same household	Count of occupied private dwellings	79396
Greater Melbourne	2016	Households: Income and housing	Housing tenure and landlord type	Rented - Housing co-operative/community/church group	Count of occupied private dwellings	6636
Greater Melbourne	2016	Households: Income and housing	Housing tenure and landlord type	Rented - Other landlord type	Count of occupied private dwellings	9577
Greater Melbourne	2016	Households: Income and housing	Housing tenure and landlord type	Rented - Landlord type not stated	Count of occupied private dwellings	6545
Greater Melbourne	2016	Households: Income and housing	Housing tenure and landlord type	Other tenure type	Count of occupied private dwellings	12777
Greater Melbourne	2016	Households: Income and housing	Housing tenure and landlord type	Tenure type not stated	Count of occupied private dwellings	42294
Kensington	2016	Households: Income and housing	Housing tenure and landlord type	Owned outright	Count of occupied private dwellings	716
Kensington	2016	Households: Income and housing	Housing tenure and landlord type	Owned with a mortgage	Count of occupied private dwellings	1339
Kensington	2016	Households: Income and housing	Housing tenure and landlord type	Rented - Real estate agent	Count of occupied private dwellings	1474
Kensington	2016	Households: Income and housing	Housing tenure and landlord type	Rented - State or territory housing authority	Count of occupied private dwellings	482
Kensington	2016	Households: Income and housing	Housing tenure and landlord type	Rented - Person not in same household	Count of occupied private dwellings	301
Kensington	2016	Households: Income and housing	Housing tenure and landlord type	Rented - Housing co-operative/community/church group	Count of occupied private dwellings	42
Kensington	2016	Households: Income and housing	Housing tenure and landlord type	Rented - Other landlord type	Count of occupied private dwellings	16
Kensington	2016	Households: Income and housing	Housing tenure and landlord type	Rented - Landlord type not stated	Count of occupied private dwellings	9
Kensington	2016	Households: Income and housing	Housing tenure and landlord type	Other tenure type	Count of occupied private dwellings	12
Kensington	2016	Households: Income and housing	Housing tenure and landlord type	Tenure type not stated	Count of occupied private dwellings	94
Melbourne (CBD)	2016	Households: Income and housing	Housing tenure and landlord type	Owned outright	Count of occupied private dwellings	2013
Melbourne (CBD)	2016	Households: Income and housing	Housing tenure and landlord type	Owned with a mortgage	Count of occupied private dwellings	2183
Melbourne (CBD)	2016	Households: Income and housing	Housing tenure and landlord type	Rented - Real estate agent	Count of occupied private dwellings	8949
Melbourne (CBD)	2016	Households: Income and housing	Housing tenure and landlord type	Rented - State or territory housing authority	Count of occupied private dwellings	117
Melbourne (CBD)	2016	Households: Income and housing	Housing tenure and landlord type	Rented - Person not in same household	Count of occupied private dwellings	1797
Melbourne (CBD)	2016	Households: Income and housing	Housing tenure and landlord type	Rented - Housing co-operative/community/church group	Count of occupied private dwellings	109
Melbourne (CBD)	2016	Households: Income and housing	Housing tenure and landlord type	Rented - Other landlord type	Count of occupied private dwellings	293
Melbourne (CBD)	2016	Households: Income and housing	Housing tenure and landlord type	Rented - Landlord type not stated	Count of occupied private dwellings	88
